시설번호,년도,쉼터명칭,도로명주소,지번상세주소,이용가능인원,운영시작일,운영종료일,경도,위도,X좌표,Y좌표
1156000226,2024,구립늘푸른경로당,서울특별시 영등포구 신풍로25길 15-22 ,,40,20240520,20240930,126.918899,37.501374,192828.6946,544659.6873
1156000218,2024,신길6동 작은도서관,서울특별시 영등포구 대방천로 167,,40,20240520,20240930,126.909876,37.499337,192030.7005,544434.3656
1156000163,2024,신길6동 주민센터,서울특별시 영등포구 대방천로 167,,21,20240520,20240930,126.909833,37.499376,192026.8493,544438.7089
1156000167,2024,구립신길6동경로당,서울특별시 영등포구 대방천로 193,,30,20240520,20240930,126.912418,37.499168,192255.436,544415.3856
1156000219,2024,마을서랍 마을도서관,서울특별시 영등포구 여의대방로43길 10,,18,20240520,20240930,126.921426,37.506445,193052.6204,545222.2803
1156000172,2024,신길7동 주민센터,서울특별시 영등포구 여의대방로43길 10,,30,20240520,20240930,126.921419,37.506324,193052.0257,545208.9068
1156000176,2024,래미안에스티움2경로당,서울특별시 영등포구 신풍로 77,,29,20240520,20240930,126.913003,37.5008,192307.2887,544596.4241
1156000177,2024,구립신길7동경로당,서울특별시 영등포구 여의대방로43길 10,,54,20240520,20240930,126.921408,37.506425,193051.0625,545220.1506
1156000220,2024,대림1동 작은도서관,서울특별시 영등포구 디지털로 441,,30,20240520,20240930,126.905908,37.495456,191679.3325,544003.9018
1156000178,2024,대림1동 주민센터,서울특별시 영등포구 디지털로 441,,30,20240520,20240930,126.905935,37.495477,191681.7579,544006.2856
1156000180,2024,구립대림1동경로당,서울특별시 영등포구 디지털로 441,,30,20240520,20240930,126.905935,37.495477,191681.7579,544006.2856
1156000183,2024,구립영인경로당,서울특별시 영등포구 도림로58길 11,,65,20240520,20240930,126.902725,37.496064,191397.9889,544071.7013
1156000260,2024,서울디지털동행플라자 서남센터,서울특별시 영등포구 디지털로37나길 21,,80,20240603,20240930,126.899624,37.491532,191123.2219,543569.0296
1156000221,2024,대림2동 작은도서관,서울특별시 영등포구 대림로23길 25,,16,20240520,20240930,126.8981,37.4926,190988.5569,543687.6974
1156000185,2024,대림2동 주민센터,서울특별시 영등포구 대림로23길 25,,24,20240520,20240930,126.898229,37.492712,190999.9783,543700.1155
1156000186,2024,구립다사랑경로당,서울특별시 영등포구 대림로23가길 5,,30,20240520,20240930,126.899211,37.492811,191086.8323,543711.0098
1156000187,2024,구립큰숲경로당,서울특별시 영등포구 대림로7길 11-13 ,,80,20240520,20240930,126.904388,37.488763,191544.2252,543261.2572
1156000189,2024,구립행복경로당,서울특별시 영등포구 디지털로53길 6-10 ,,61,20240520,20240930,126.901501,37.491232,191289.1185,543535.5693
1156000191,2024,구립대동경로당,서울특별시 영등포구 대림로21길 5,,36,20240520,20240930,126.900801,37.492719,191227.4582,543700.694
1156000192,2024,대림3동 주민센터,서울특별시 영등포구 대림로 197,,20,20240520,20240930,126.89804,37.49828,190983.9337,544318.1092
1156000193,2024,구립원지경로당,서울특별시 영등포구 도림로47길 28,,50,20240520,20240930,126.8996,37.4977,191121.8119,544253.5885
1156000194,2024,구립대림3동경로당,서울특별시 영등포구 대림로41길 12,,50,20240520,20240930,126.895832,37.501054,190789.0353,544626.1901
1156000195,2024,구립동심경로당,서울특별시 영등포구 대림로35길 7,,60,20240520,20240930,126.897339,37.498751,190922.0029,544370.396
1156000196,2024,구립신우경로당,서울특별시 영등포구 가마산로47길 13,,35,20240520,20240930,126.8991,37.5036,191078.2998,544908.4596
1156000202,2024,구립두암경로당,서울특별시 영등포구 도림로31길 14-1 ,,68,20240520,20240930,126.895541,37.493661,190762.3402,543805.7248
1159000192,2024,동작자원봉사센터,서울특별시 동작구 만양로3길 14,,20,20240807,20240930,126.946912,37.508068,195306.1308,545400.936
1159000186,2024,한신휴플러스아파트 101동 경로당,서울특별시 동작구 매봉로 99,,33,20240520,20240930,126.949975,37.509008,195577.075,545505.0822
11590002,2024,노량진1동주민센터,서울특별시 동작구 장승배기로28길 30,,50,20240520,20240930,126.942026,37.512299,194874.4994,545870.7446
11590003,2024,대한경로당,서울특별시 동작구 노량진로14길 44,,50,20240520,20240930,126.942666,37.511709,194930.9983,545805.2496
11590004,2024,노량진1동경로당,서울특별시 동작구 만양로 77,,50,20240520,20240930,126.944615,37.51039,195103.2529,545658.7542
11590009,2024,충신경로당,서울특별시 동작구 노량진로28길 31,,60,20240520,20240930,126.955877,37.511756,196098.9981,545809.7475
11590064,2024,한마음경로당,서울특별시 동작구 만양로4길 38,,29,20240520,20240930,126.950237,37.508243,195600.1682,545420.1536
11590071,2024,본동에스에이치빌아파트 경로당,서울특별시 동작구 노량진로22길 60,,40,20240520,20240930,126.949792,37.510776,195560.9997,545701.2497
11590014,2024,노량진2동주민센터,서울특별시 동작구 장승배기로19길 48,,50,20240520,20240930,126.937353,37.508519,194460.9961,545451.4998
11590016,2024,백송경로당,서울특별시 동작구 노량진로6길 50-14 ,,40,20240520,20240930,126.935431,37.510505,194291.2483,545672.002
11590017,2024,동작구청 민원여권과,서울특별시 동작구 장승배기로 161,,50,20240520,20240930,126.93947,37.512404,194648.5019,545882.4962
1159000190,2024,상도은빛복지관,서울특별시 동작구 매봉로 36,,45,20240520,20240930,126.951311,37.506508,195695.0359,545227.5523
1159000178,2024,김영삼도서관,서울특별시 동작구 매봉로 1,,245,20240520,20240930,126.95002,37.505555,195580.7794,545121.8525
11590019,2024,상도1동주민센터,서울특별시 동작구 상도로53길 9,,50,20240520,20240930,126.953069,37.498122,195850.0014,544296.7467
11590020,2024,상도1동경로당,서울특별시 동작구 상도로38길 86,,39,20240520,20240930,126.948221,37.500362,195421.4674,544545.5935
11590022,2024,터널경로당,서울특별시 동작구 매봉로 36,,31,20240520,20240930,126.951311,37.506519,195695.0012,545228.751
11590023,2024,상도에스에이치빌아파트 경로당,서울특별시 동작구 상도로53길 70,,58,20240520,20240930,126.953631,37.501055,195899.8582,544622.2248
11590024,2024,청송경로당,서울특별시 동작구 상도로52길 23,,48,20240520,20240930,126.951011,37.497211,195668.0001,544195.7524
11590025,2024,고경경로당,서울특별시 동작구 상도로53길 27,,52,20240520,20240930,126.953415,37.49978,195880.6442,544480.6703
11590032,2024,상도종합사회복지관,서울특별시 동작구 상도로39가길 7,,30,20240520,20240930,126.949693,37.502493,195551.7466,544782.0031
11590036,2024,상도2동주민센터,서울특별시 동작구 상도로 211,,50,20240520,20240930,126.942331,37.505495,194901.0019,545115.5044
11590037,2024,상도2동경로당,서울특별시 동작구 양녕로36길 13,,80,20240520,20240930,126.946193,37.502219,195242.2504,544751.7527
1162000227,2024,원당경로당,서울특별시 관악구 남부순환로247다길 60,,22,20240520,20240930,126.964113,37.478639,196825.7723,542133.9386
1162000228,2024,행운경로당,서울특별시 관악구 행운9길 34,,14,20240520,20240930,126.959638,37.483375,196430.181,542659.7318
11620161,2024,행운동주민센터,서울특별시 관악구 행운1길 43,,26,20240520,20240930,126.957032,37.480668,196199.5119,542359.3484
1162000230,2024,백설경로당,서울특별시 관악구 관악로6길 50,,8,20240520,20240930,126.953496,37.476247,195886.5608,541868.8694
1162000231,2024,덕진경로당,서울특별시 관악구 남부순환로234길 37,,19,20240520,20240930,126.956821,37.4777,196180.7425,542030.004
11620162,2024,낙성대동주민센터,서울특별시 관악구 낙성대로4가길 5,,50,20240520,20240930,126.958407,37.476304,196320.9408,541874.9702
11620034,2024,관악구장애인종합복지관,서울특별시 관악구 남부순환로 1914,,7,20240520,20240930,126.961846,37.477448,196625.1746,542001.8767
1162000214,2024,일선경로당,서울특별시 관악구 쑥고개로26길 24,,17,20240520,20240930,126.949527,37.477823,195535.6005,542043.9984
1162000237,2024,송현경로당,서울특별시 관악구 장군봉1길 45-6 ,,25,20240520,20240930,126.942473,37.481889,194911.9209,542495.5947
11620159,2024,청룡동주민센터,서울특별시 관악구 쑥고개로 44,,41,20240520,20240930,126.941623,37.479135,194836.5781,542189.9281
1162000204,2024,국지경로당,서울특별시 관악구 국회단지21길 14,,43,20240520,20240930,126.941507,37.49026,194827.0585,543424.7177
1162000205,2024,은천경로당,서울특별시 관악구 봉천로27길 45,,14,20240520,20240930,126.940835,37.485758,194767.3149,542925.0922
1162000241,2024,벽산블루밍(아)3단지 경로당,서울특별시 관악구 양녕로 117,,17,20240520,20240930,126.942694,37.492055,194932.1102,543623.8525
1162000244,2024,두산(아)임대 3단지 경로당,서울특별시 관악구 양녕로 31,,13,20240520,20240930,126.945793,37.485155,195205.773,542857.9031
1162000245,2024,국사봉경로당,서울특별시 관악구 은천로15길 13-2 ,,26,20240520,20240930,126.943705,37.487504,195021.26,543118.7195
11620156,2024,은천동주민센터,서울특별시 관악구 봉천로33나길 30,,35,20240520,20240930,126.942415,37.485312,194906.9968,542875.45
1162000246,2024,중앙경로당,서울특별시 관악구 은천로26길 14,,25,20240520,20240930,126.950413,37.485929,195614.3982,542943.6039
1162000247,2024,장수경로당,서울특별시 관악구 양녕로6다길 11-4 ,,12,20240520,20240930,126.949368,37.484464,195521.9153,542781.0352
11620164,2024,중앙동주민센터,서울특별시 관악구 양녕로6다길 7,,14,20240520,20240930,126.949755,37.484193,195556.0828,542750.9617
11620053,2024,중앙사회복지관,서울특별시 관악구 봉천로41길 33,,17,20240520,20240930,126.948071,37.48436,195407.1974,542769.5995
1162000249,2024,인헌경로당,서울특별시 관악구 낙성대역3길 6-6 ,,25,20240520,20240930,126.96182,37.475853,196622.8031,541824.7985
1162000252,2024,덕양경로당,서울특별시 관악구 인헌4길 20,,50,20240520,20240930,126.965907,37.474825,196984.2995,541710.5767
1162000253,2024,밤골경로당,서울특별시 관악구 인헌3가길 8,,13,20240520,20240930,126.967356,37.4739,197112.4354,541607.8687
11620165,2024,인헌동주민센터,서울특별시 관악구 남부순환로246가길 20,,28,20240520,20240930,126.965331,37.475118,196933.3613,541743.1144
1162000256,2024,구립예촌경로당,서울특별시 관악구 남현길 41,,25,20240520,20240930,126.976891,37.474537,197955.8473,541678.2842
1162000257,2024,관수경로당,서울특별시 관악구 승방3나길 14,,8,20240520,20240930,126.98054,37.47288,198278.6187,541494.3398
11620166,2024,남현동주민센터,서울특별시 관악구 남현1가길 29,,20,20240520,20240930,126.977875,37.474688,198042.9534,541695.0444
1162000258,2024,신본경로당,서울특별시 관악구 남부순환로200다길 7,,44,20240520,20240930,126.936493,37.482595,194383.0353,542574.3135
1162000259,2024,서원경로당,서울특별시 관악구 서원3길 10,,30,20240520,20240930,126.933228,37.476832,194093.8321,541934.8748
1162000260,2024,신관경로당,서울특별시 관악구 신림로48길 25,,50,20240520,20240930,126.933451,37.479402,194113.7587,542220.0965
11620167,2024,서원동주민센터,서울특별시 관악구 신림로 282,,43,20240520,20240930,126.93127,37.479783,193920.916,542262.4877
1162000262,2024,신일경로당,서울특별시 관악구 문성로32길 18,,46,20240520,20240930,126.928699,37.478502,193693.3522,542120.5051
1162000263,2024,신원경로당,서울특별시 관악구 남부순환로170길 6,,32,20240520,20240930,126.924382,37.48269,193311.901,542585.6264
11620168,2024,신원동주민센터,서울특별시 관악구 신원로3길 13,,23,20240520,20240930,126.927439,37.481624,193582.18,542467.1018
1162000265,2024,서림경로당,서울특별시 관악구 서림3길 47,,7,20240520,20240930,126.940623,37.472323,194747.5983,541433.9983
1162000266,2024,서광경로당,서울특별시 관악구 참숯5길 38,,25,20240520,20240930,126.941748,37.476107,194847.3646,541853.9204
1162000268,2024,행복경로당,서울특별시 관악구 신림로36길 12-10 ,,26,20240520,20240930,126.937932,37.475623,194509.8432,541800.3741
11620169,2024,서림동주민센터,서울특별시 관악구 신림로29길 6,,23,20240520,20240930,126.934989,37.474991,194249.4829,541730.3951
1162000317,2024,구립어울림경로당,서울특별시 관악구 남부순환로149길 34-2 ,,28,20240520,20240930,126.915494,37.483588,192525.9101,542685.9498
1162000270,2024,신사경로당,서울특별시 관악구 조원로 151-1 ,,87,20240520,20240930,126.919115,37.48591,192846.3459,542943.3465
11620171,2024,신사동주민센터,서울특별시 관악구 조원로 142,,38,20240520,20240930,126.9181,37.4855,192756.5553,542897.9639
1162000272,2024,새들경로당,서울특별시 관악구 관천로20길 43,,10,20240520,20240930,126.925078,37.488424,193374.0012,543221.9976
1162000274,2024,색동경로당,서울특별시 관악구 신림로70길 74,,11,20240520,20240930,126.932689,37.486505,194046.9059,543008.4388
11590038,2024,낙원경로당,서울특별시 동작구 상도로30길 73,,60,20240520,20240930,126.944846,37.503957,195123.2491,544944.7506
11590039,2024,장수경로당,서울특별시 동작구 상도로15길 76,,80,20240520,20240930,126.935392,37.503709,194287.2823,544917.7133
11590041,2024,래미안1차108동아파트경로당,"서울특별시 동작구  등용로  37   (상도동, 상도동래미안1차아파트)",,60,20240520,20240930,126.933046,37.505262,194079.9956,545090.2546
11590048,2024,상도3동주민센터,서울특별시 동작구 성대로2길 11,,50,20240520,20240930,126.931341,37.499206,193928.7505,544418.2475
11590049,2024,상도3동경로당,서울특별시 동작구 국사봉1길 221-7 ,,40,20240520,20240930,126.936331,37.493452,194369.5043,543779.2517
11590051,2024,성대경로당,서울특별시 동작구 상도로13길 16,,59,20240520,20240930,126.930276,37.501274,193834.7463,544647.7492
1159000191,2024,국사봉 경로당,서울특별시 동작구 양녕로20길 56,,22,20240628,20240930,126.944138,37.494865,195060.0482,543935.6489
1159000188,2024,도화경로당,서울특별시 동작구 성대로17길 55,,27,20240520,20240930,126.934921,37.499869,194245.3325,544491.5959
1159000177,2024,약수도서관,서울특별시 동작구 양녕로22바길 64,,47,20240520,20240930,126.947385,37.497911,195347.4009,544273.5942
11590054,2024,상도4동주민센터,서울특별시 동작구 양녕로27길 44,,50,20240520,20240930,126.941336,37.499509,194812.5402,544451.2677
11590055,2024,약수경로당,서울특별시 동작구 양녕로 210-10 ,,20,20240520,20240930,126.944852,37.499563,195123.4938,544456.9953
11590056,2024,성대골경로당,서울특별시 동작구 성대로10나길 1-4 ,,30,20240520,20240930,126.934976,37.497312,194249.9998,544207.7543
11590059,2024,송학경로당(상도동),서울특별시 동작구 성대로29길 53,,30,20240520,20240930,126.937733,37.500633,194494.0502,544576.1663
11590060,2024,상도4동 경로당,서울특별시 동작구 양녕로22바길 95,,20,20240520,20240930,126.947006,37.499169,195313.9476,544413.2569
1159000179,2024,까망돌도서관,서울특별시 동작구 서달로 129,,161,20240520,20240930,126.960547,37.505092,196511.579,545070.0232
11590063,2024,흑석종합사회복지관,,,60,20240520,20240930,126.959377,37.509757,196408.3605,545587.7669
11590073,2024,흑석동주민센터,서울특별시 동작구 흑석한강로 11,,50,20240520,20240930,126.966591,37.505783,197045.9956,545146.4973
11590074,2024,흑석경로당,서울특별시 동작구 서달로13길 17,,80,20240520,20240930,126.961876,37.508451,196629.2483,545442.7473
11590077,2024,달마경로당,서울특별시 동작구 서달로 54-15 ,,40,20240520,20240930,126.961663,37.499085,196610.0012,544403.2497
11590082,2024,비개경로당,서울특별시 동작구 현충로12길 106-8 ,,80,20240520,20240930,126.968684,37.503998,197230.9987,544948.255
11590084,2024,송림경로당,서울특별시 동작구 서달로2길 29,,40,20240520,20240930,126.963214,37.501185,196747.2506,544636.2455
11590086,2024,해피경로당,서울특별시 동작구 흑석로13마길 61,,40,20240520,20240930,126.95888,37.507416,196364.3053,545327.9982
11590091,2024,사당1동주민센터,서울특별시 동작구 동작대로17길 28,,50,20240520,20240930,126.978693,37.483153,198115.4958,542634.4964
11590092,2024,송학경로당(사당동),서울특별시 동작구 동작대로9가길 24-4 ,,56,20240520,20240930,126.978917,37.479785,198135.2504,542260.7553
11590094,2024,사당어르신종합복지관,서울특별시 동작구 남부순환로 2081,,50,20240520,20240930,126.979859,37.477053,198218.4959,541957.4994
11590095,2024,사당1동경로당,서울특별시 동작구 사당로20길 132,,30,20240520,20240930,126.973231,37.478887,197632.273,542161.2282
1159000187,2024,사당신동아504동A 경로당,서울특별시 동작구 동작대로29길 118,,49,20240520,20240930,126.976817,37.490498,197949.7643,543449.7447
11590096,2024,사당2동주민센터,서울특별시 동작구 동작대로29길 52,,50,20240520,20240930,126.979246,37.488753,198164.4989,543256.0003
11590097,2024,동작이수사회복지관,서울특별시 동작구 동작대로35차길 7,,60,20240520,20240930,126.976864,37.493142,197954.0018,543743.2485
11590098,2024,배나무골경로당,서울특별시 동작구 동작대로29바길 3,,80,20240520,20240930,126.980467,37.48967,198272.5036,543357.7521
11590101,2024,남성경로당,서울특별시 동작구 동작대로25길 48,,80,20240520,20240930,126.979899,37.485306,198222.2473,542873.5051
11590107,2024,사당3동주민센터,서울특별시 동작구 사당로17길 31,,30,20240520,20240930,126.973475,37.484512,197654.0484,542785.4446
11590108,2024,삼화경로당,서울특별시 동작구 사당로13길 42,,60,20240520,20240930,126.971903,37.485938,197515.0002,542943.7521
11590109,2024,삼익경로당,서울특별시 동작구 사당로27길 190,,60,20240520,20240930,126.972317,37.490181,197551.7537,543414.7471
11590110,2024,삼일공원경로당,,,60,20240520,20240930,126.974423,37.485756,197737.904,542923.5333
11590116,2024,학수경로당,서울특별시 동작구 사당로27길 217,,40,20240520,20240930,126.970689,37.491481,197407.8939,543559.0291
11590121,2024,사당4동주민센터,서울특별시 동작구 사당로16아길 6,,50,20240520,20240930,126.971627,37.480966,197490.5035,542391.9999
11590122,2024,사당종합사회복지관,서울특별시 동작구 사당로14길 20,,20,20240520,20240930,126.971502,37.483275,197479.4986,542648.2494
11590124,2024,신남성경로당,서울특별시 동작구 사당로16길 56,,70,20240520,20240930,126.972023,37.481354,197525.4974,542434.9968
11590128,2024,사당4동 경로당,서울특별시 동작구 사당로16라길 9,,60,20240520,20240930,126.970324,37.482651,197375.2529,542579.0037
1159000180,2024,사당솔밭도서관,서울특별시 동작구 솔밭로 86,,280,20240520,20240930,126.967331,37.484043,197110.5791,542733.5626
11590129,2024,사당5동주민센터,서울특별시 동작구 사당로2가길 219,,50,20240520,20240930,126.967007,37.485632,197082.0027,542909.9972
11590130,2024,사당5동구립경로당,서울특별시 동작구 사당로6길 3-8 ,,80,20240520,20240930,126.967583,37.486376,197133.0004,542992.4981
11590136,2024,대방동주민센터,서울특별시 동작구  여의대방로44길  20   (대방동),,50,20240520,20240930,126.92634,37.508168,193487.2467,545413.2486
11590137,2024,동작종합사회복지관,서울특별시 동작구 등용로 47,,60,20240520,20240930,126.933343,37.505767,194106.2516,545146.2512
11590138,2024,대방종합사회복지관,서울특별시 동작구 여의대방로44길 47,,15,20240520,20240930,126.930093,37.510171,193819.2541,545635.2473
11590139,2024,대방중앙경로당,서울특별시 동작구 여의대방로24라길 4,,80,20240520,20240930,126.922618,37.498115,193157.2544,544297.748
11590140,2024,북대방경로당,서울특별시 동작구 여의대방로54길 24,,60,20240520,20240930,126.927798,37.512129,193616.5031,545852.7469
11590141,2024,대방주공1단지아파트경로당,서울특별시 동작구 여의대방로44길 47,,60,20240520,20240930,126.930273,37.51091,193835.247,545717.2551
11590152,2024,신대방2동경로당,서울특별시 동작구 여의대방로24가길 2,,72,20240520,20240930,126.921258,37.498209,193037.0014,544308.2472
11590154,2024,동작노인종합복지관,서울특별시 동작구 상도로11길 7,,25,20240520,20240930,126.929135,37.500419,193733.7478,544552.9972
11590155,2024,신대방1동주민센터,서울특별시 동작구 신대방길 72,,60,20240520,20240930,126.910039,37.488945,192044.0029,543280.9976
11590156,2024,신대방1동경로당,서울특별시 동작구 신대방1길 18,,162,20240520,20240930,126.91066,37.486879,192098.7144,543051.5909
1159000189,2024,행복경로당,서울특별시 동작구 보라매로9길 54,,20,20240520,20240930,126.925952,37.494932,193451.8474,543944.2392
11590168,2024,신대방2동주민센터,서울특별시 동작구 여의대방로24길 76,,50,20240520,20240930,126.924538,37.498407,193327.0703,544329.9851
1162000206,2024,보라매경로당,서울특별시 관악구 봉천로21길 35,,46,20240520,20240930,126.934067,37.488469,194168.9661,543226.3862
1162000207,2024,당곡경로당,서울특별시 관악구 당곡6길 37,,14,20240520,20240930,126.929432,37.492222,193759.3545,543643.1949
11620157,2024,보라매동주민센터,서울특별시 관악구 봉천로 279-8 ,,26,20240520,20240930,126.932805,37.488167,194057.2791,543192.9582
11620005,2024,관악노인종합복지관,서울특별시 관악구 보라매로 35,,106,20240520,20240930,126.926328,37.49303,193484.9147,543733.0716
1162000326,2024,구립청림경로당,서울특별시 관악구 청림2길 37,,39,20240520,20240930,126.958287,37.486667,196310.8182,543025.1079
1162000213,2024,관악푸르지오 삼오경로당,서울특별시 관악구 청림5길 28,,27,20240520,20240930,126.960243,37.489525,196483.9785,543342.2777
11620158,2024,청림동주민센터,서울특별시 관악구 관악로40길 39,,22,20240520,20240930,126.958597,37.491845,196338.532,543599.7967
11620025,2024,봉천종합사회복지관,서울특별시 관악구 관악로 254,,20,20240520,20240930,126.957576,37.486685,196247.9994,543027.2003
1162000215,2024,구암경로당,서울특별시 관악구 은천로23길 19,,16,20240520,20240930,126.948078,37.487687,195408.0378,543138.7856
1162000216,2024,관악드림타운 2단지(아) 경로당,서울특별시 관악구 구암길 106,,38,20240520,20240930,126.948056,37.491697,195406.32,543583.8662
1162000220,2024,성현동아(아) 2단지 경로당,서울특별시 관악구 관악로37길 20,,10,20240520,20240930,126.956243,37.487961,196130.1378,543168.8401
1162000221,2024,성현경로당,서울특별시 관악구 은천로35길 40-3 ,,60,20240520,20240930,126.954203,37.488021,195949.733,543175.5963
11620160,2024,성현동주민센터,서울특별시 관악구 구암길 38,,32,20240520,20240930,126.948177,37.489513,195416.8961,543341.5093
11620016,2024,강감찬관악종합사회복지관,서울특별시 관악구 양녕로 70,,6,20240520,20240930,126.946584,37.488169,195275.9565,543192.3773
1162000223,2024,신창경로당,서울특별시 관악구 행운1길 12,,15,20240520,20240930,126.958589,37.479951,196337.235,542279.7536
1162000224,2024,"봉천우성(아) 109,110동 경로당",서울특별시 관악구 관악로30길 40,,12,20240520,20240930,126.961191,37.484758,196567.5994,542813.1687
1153000265,2024,오정경로당,서울특별시 구로구 오리로13가길 30,,27,20240601,20240930,126.830475,37.489432,185007.5231,543344.7236
11530215,2024,오류2동 주민센터,서울특별시 구로구 오류로 45,,138,20240601,20240930,126.839475,37.488763,185803.3296,543269.0336
11530216,2024,오리골경로당,서울특별시 구로구 천왕로 106,,27,20240601,20240930,126.838555,37.486035,185721.5175,542966.4226
11530223,2024,오류2동새마을금고,서울특별시 구로구 오류로 70,,61,20240601,20240930,126.840846,37.490735,185925.0023,543487.7495
11530227,2024,응골경로당,서울특별시 구로구 서해안로 2340-11 ,,20,20240601,20240930,126.844644,37.493412,186261.3655,543784.3117
11530228,2024,오류2동 경로당,서울특별시 구로구 오류로8라길 3,,25,20240601,20240930,126.842775,37.491602,186095.7216,543583.6997
11530239,2024,우리은행 오류동,서울특별시 구로구 오류로8길 57,,75,20240601,20240930,126.843385,37.492361,186149.7985,543667.8156
11530241,2024,새마을금고 응골지점,서울특별시 구로구 오류로8길 90,,54,20240601,20240930,126.845,37.492977,186292.777,543735.936
1153000305,2024,동진빌라경로당,서울특별시 구로구 경인로 19,,10,20240601,20240930,126.824847,37.49036,184509.9768,543448.6529
1153000304,2024,성원빌라경로당,서울특별시 구로구 경인로 15-7 ,,10,20240601,20240930,126.823365,37.489661,184378.8208,543371.3066
1153000303,2024,우신빌라경로당,서울특별시 구로구 오리로 1265,,35,20240601,20240930,126.830571,37.494301,185017.0035,543885.1373
1153000296,2024,궁동종합사회복지관,서울특별시 구로구 오리로22길 5,,752,20240601,20240930,126.829814,37.499168,184951.0811,544425.3434
1153000295,2024,아랫말경로당,서울특별시 구로구 부일로11길 4-3 ,,34,20240601,20240930,126.832199,37.493645,185160.8415,543812.0719
1153000275,2024,온수경로당,서울특별시 구로구 부일로1길 62,,59,20240601,20240930,126.819124,37.493268,184004.5256,543772.3712
11530244,2024,수궁분회 경로당,서울특별시 구로구 부일로9길 111,,15,20240601,20240930,126.823233,37.496748,184368.6063,544157.8272
11530249,2024,수궁동 주민센터,서울특별시 구로구 오리로15길 32,,233,20240601,20240930,126.831454,37.493865,185094.9936,543836.518
11530250,2024,새마을금고 온수연립지점,서울특별시 구로구 부일로9길 87,,15,20240601,20240930,126.824233,37.496108,184456.8765,544086.6299
11530252,2024,새마을금고 수궁지점,서울특별시 구로구 부일로15길 10,,13,20240601,20240930,126.834232,37.493714,185340.648,543819.3116
11530254,2024,궁동경로당,서울특별시 구로구 부일로17길 158-4 ,,51,20240601,20240930,126.830277,37.498584,184991.8351,544360.5308
11530256,2024,온수어르신복지관,서울특별시 구로구 부일로9길 111,,763,20240601,20240930,126.823342,37.496686,184378.25,544151.0167
1153000306,2024,그린빌라경로당,서울특별시 구로구 연동로 287,,25,20240601,20240930,126.823278,37.486137,184370.366,542980.1809
11530213,2024,구립수목원경로당,서울특별시 구로구 연동로 296-12 ,,12,20240601,20240930,126.824343,37.486274,184464.638,542995.2209
11530231,2024,항서경로당,서울특별시 구로구 연동로 169,,15,20240601,20240930,126.822254,37.476365,184277.754,541895.7549
11530257,2024,항동주민센터,서울특별시 구로구 연동로 191-19 ,,116,20240601,20240930,126.822411,37.479257,184292.2819,542216.6912
1154500135,2024,한빛교회,서울특별시 금천구 가산로7길 6,,10,20240819,20240930,126.892565,37.475733,190496.902,541816.2275
1154500132,2024,대한적십자사 금천봉사나눔터,서울특별시 금천구 가산디지털2로 169-44 ,,10,20240819,20240930,126.874951,37.48264,188939.8807,542584.7359
1154500123,2024,책이든거리작은도서관,,,10,20240801,20240930,126.888539,37.466335,190139.5513,540773.5343
1154500122,2024,금천구립가산도서관,서울특별시 금천구 가산로5길 43,,20,20240801,20240930,126.892119,37.473492,190457.2284,541567.496
1154500114,2024,신한은행 디지털중앙지점,서울특별시 금천구 가산디지털1로 186,,20,20240612,20240930,126.881554,37.48201,189523.8545,542514.059
1154500093,2024,금천누리종합사회복지관,서울특별시 금천구 가산로 129,,20,20240520,20240930,126.891758,37.476845,190425.7145,541939.7374
11545002,2024,상록경로당,서울특별시 금천구 벚꽃로38길 35,,40,20240520,20240930,126.8843,37.4828,189766.828,542601.4366
11545003,2024,우정경로당,서울특별시 금천구 두산로3길 49,,30,20240520,20240930,126.888706,37.472685,190155.2287,541478.381
11545004,2024,매봉경로당,서울특별시 금천구 시흥대로149가길 6,,30,20240520,20240930,126.895548,37.475588,190760.7781,541799.8486
11545009,2024,가산동주민센터,서울특별시 금천구 가산로 129,,30,20240520,20240930,126.891787,37.476914,190428.2354,541947.3704
1154500133,2024,금천뮤지컬센터,서울특별시 금천구 시흥대로115길 48,,10,20240819,20240930,126.893849,37.46894,190609.6981,541062.189
1154500126,2024,새마을금고 금천중앙,서울특별시 금천구 가산로 52,,15,20240801,20240930,126.897162,37.471723,190903.066,541370.6617
1154500113,2024,금천구장애인돌봄쉼터,서울특별시 금천구 두산로 70,,30,20240520,20240930,126.895491,37.468455,190754.8489,541008.1538
1154500104,2024,복숭아마을 수다방,서울특별시 금천구 시흥대로139길 28,,15,20240520,20240930,126.896518,37.472971,190846.2596,541509.2909
1154500096,2024,금하마을주민공동이용시설(1층 공유부엌),서울특별시 금천구 금하로1다길 16,,16,20240520,20240930,126.891419,37.452986,190392.6942,539291.7134
1154500095,2024,금나래문화체육센터(1층 북카페),서울특별시 금천구 시흥대로79길 32,,76,20240520,20240930,126.896411,37.458887,190835.0756,539946.1682
1154500094,2024,모두의 마을공간 커뮤니티센터(1층 다목적홀),서울특별시 금천구 벚꽃로 14,,31,20240520,20240930,126.894407,37.457256,190657.5975,539765.3797
1154500092,2024,금천어르신복지센터,서울특별시 금천구 범안로17길 22,,10,20240520,20240930,126.8944,37.4674,190658.2137,540891.1929
1154500089,2024,말미경로당,서울특별시 금천구 범안로17길 22,,20,20240520,20240930,126.894419,37.467502,190659.9248,540902.4672
