순번,쉼터명칭,도로명주소,지번주소,시설유형,이용가능인원,운영시작일,개방시간,종료시간,경도,위도,연도,X좌표,Y좌표,자치구
621,매바위경로당,서울특별시 은평구 응암로22길 13-9 ,서울특별시 은평구 응암동 419-135,노인시설,30,2023-11-15,09:00:00,18:00:00,126.919801,37.594388,2024,192917.3034,554983.0759,은평구
622,응암제2동주민센터,서울특별시 은평구 백련산로 100,서울특별시 은평구 응암동 229-13,주민센터,20,2023-11-15,09:00:00,21:00:00,126.9231421,37.5944082,2024,193212.3713,554985.0712,은평구
623,덕인경로당,서울특별시 은평구 응암로21가길 5-1 ,서울특별시 은평구 응암동 126-46,노인시설,40,2023-11-15,09:00:00,18:00:00,126.9168,37.5946,2024,192652.2938,555006.8361,은평구
624,불광천 어르심쉼터(은평춘당),서울특별시 은평구 증산로 414,서울특별시 은평구 응암동 610-2,기타,40,2023-11-15,10:00:00,18:00:00,126.9144044,37.5930726,2024,192440.5748,554837.5019,은평구
625,응암제3동주민센터,서울특별시 은평구 불광천길 410-17 ,서울특별시 은평구 응암동 583-22,주민센터,30,2023-11-15,09:00:00,21:00:00,126.915622,37.5922683,2024,192548.0276,554748.1363,은평구
626,충암경로당,서울특별시 은평구 가좌로7길 9-15 ,서울특별시 은평구 응암동 746-15,노인시설,30,2023-11-15,09:00:00,18:00:00,126.920731,37.586128,2024,192998.6617,554066.239,은평구
627,응암노인복지관,서울특별시 은평구 응암로21가길 5-1 ,서울특별시 은평구 응암동 126-46,복지회관,15,2023-11-15,09:00:00,18:00:00,126.9167876,37.5945862,2024,192651.1973,555005.3054,은평구
628,어울누리 해솔경로당,서울특별시 은평구 역말로 83-11 ,서울특별시 은평구 역촌동 13-29,노인시설,30,2023-11-15,09:00:00,18:00:00,126.9186147,37.6071703,2024,192813.766,556401.8603,은평구
629,역마을경로당,서울특별시 은평구 진흥로1길 32-23 ,서울특별시 은평구 역촌동 30-26,노인시설,30,2023-11-15,09:00:00,18:00:00,126.91995,37.603419,2024,192931.3166,555985.4057,은평구
630,어울누리 안심마을경로당,서울특별시 은평구 진흥로7나길 12-5 ,서울특별시 은평구 역촌동 25-103,노인시설,30,2023-11-15,09:00:00,18:00:00,126.919246,37.605318,2024,192869.3323,556196.2271,은평구
631,역촌동주민센터,서울특별시 은평구 연서로 59,서울특별시 은평구 역촌동 62-26,주민센터,20,2023-11-15,09:00:00,21:00:00,126.9152382,37.6043975,2024,192515.3468,556094.3736,은평구
632,역촌노인복지관,서울특별시 은평구 연서로3나길 11-30,서울특별시 은평구 역촌동 67-9,복지회관,25,2023-11-15,09:00:00,18:00:00,126.911333,37.603314,2024,192170.3955,555974.4355,은평구
633,신흥경로당,서울특별시 은평구 증산로21길 25,서울특별시 은평구 신사동 31-2,노인시설,20,2023-11-15,09:00:00,18:00:00,126.911954,37.595966,2024,192224.4673,555158.8371,은평구
634,신사1동경로당,서울특별시 은평구 갈현로3나길 6,서울특별시 은평구 신사동 270-45,노인시설,10,2023-11-15,09:00:00,18:00:00,126.906592,37.601066,2024,191751.5004,555725.3381,은평구
635,신사제1동주민센터,서울특별시 은평구 은평로2길 2,서울특별시 은평구 신사동 29-2,주민센터,20,2023-11-15,09:00:00,21:00:00,126.9117512,37.5978039,2024,192206.7493,555362.8404,은평구
636,장수경로당,서울특별시 은평구 은평터널로 143-5 ,서울특별시 은평구 신사동 183-10,노인시설,10,2023-11-15,09:00:00,18:00:00,126.905704,37.591972,2024,191672.0711,554716.0835,은평구
637,신사제2경로당,서울특별시 은평구 은평터널로 178-1 ,서울특별시 은평구 신사동 200-27,노인시설,20,2023-11-15,09:00:00,18:00:00,126.90864,37.59443,2024,191931.6349,554988.6377,은평구
638,신사제2동주민센터,서울특별시 은평구 증산로15길 47,서울특별시 은평구 신사동 163-15,주민센터,20,2023-11-15,09:00:00,21:00:00,126.9084,37.5902,2024,191909.9816,554519.1757,은평구
639,신사노인복지관,서울특별시 은평구 증산로15길 47,서울특별시 은평구 신사동 163-13,복지회관,10,2023-11-15,09:00:00,18:00:00,126.908481,37.590365,2024,191917.1533,554537.4819,은평구
679,북가좌노인복지관,서울특별시 서대문구 증가로20길 43,서울특별시 서대문구 북가좌동 5-106,노인시설,10,2023-12-01,09:00:00,18:00:00,126.9178793,37.5811811,2024,192746.3088,553517.4056,서대문구
681,북가좌휴먼타운경로당,서울특별시 서대문구 증가로30길 45-9 ,서울특별시 서대문구 북가좌동 337-15,노인시설,46,2023-11-15,10:00:00,17:00:00,126.9137491,37.5847415,2024,192381.8525,553912.8965,서대문구
682,신가경로당,서울특별시 서대문구 거북골로22길 29-43 ,서울특별시 서대문구 북가좌동 318-2,노인시설,20,2023-11-15,10:00:00,17:00:00,126.9082333,37.5800428,2024,191894.1576,553391.8559,서대문구
683,연봉경로당,서울특별시 마포구 만리재로16길 10-5 ,서울특별시 마포구 공덕동 4-86,노인시설,40,2023-11-05,09:00:00,18:00:00,126.9622859,37.5503234,2024,196667.3532,550090.0609,마포구
684,큰덕경로당,서울특별시 마포구 만리재로 106,서울특별시 마포구 공덕동 80-11,노인시설,40,2023-11-15,09:00:00,18:00:00,126.9604992,37.5495325,2024,196509.4327,550002.3453,마포구
685,아현1동경로당,서울특별시 마포구 환일길 52-1 ,서울특별시 마포구 아현동 748-13,노인시설,60,2023-11-15,09:00:00,18:00:00,126.9609602,37.5536131,2024,196550.358,550455.226,마포구
686,삼개경로당,서울특별시 마포구 삼개로5길 20,서울특별시 마포구 도화동 188,노인시설,28,2023-11-15,09:00:00,18:00:00,126.948113,37.5378495,2024,195414.1857,548706.206,마포구
687,에이치에비뉴호텔,서울특별시 마포구 신촌로 152,서울특별시 마포구 노고산동 1-74,기타,20,2023-12-22,15:00:00,11:00:00,126.9425717,37.5562263,2024,194925.687,550746.0938,마포구
688,대경경로당,서울특별시 마포구 백범로18길 26,서울특별시 마포구 대흥동 221-1,노인시설,23,2023-11-15,09:00:00,18:00:00,126.9426623,37.5468027,2024,194933.0544,549700.1822,마포구
689,염리동1경로당,서울특별시 마포구 숭문길 35,서울특별시 마포구 염리동 83-3,노인시설,43,2023-11-15,09:00:00,18:00:00,126.9451,37.5483,2024,195148.5716,549866.2358,마포구
690,수복경로당,서울특별시 마포구 창전로2길 39-3 ,서울특별시 마포구 신수동 101-17,노인시설,40,2023-11-15,09:00:00,18:00:00,126.9334391,37.5492438,2024,194118.1899,549971.6519,마포구
691,창전경로당,서울특별시 마포구 서강로1길 30,서울특별시 마포구 창전동 447,노인시설,51,2023-11-15,09:00:00,18:00:00,126.9302098,37.5491953,2024,193832.8211,549966.4759,마포구
692,세교경로당,서울특별시 마포구 와우산로37길 16,서울특별시 마포구 동교동 181-3,노인시설,23,2023-11-15,09:00:00,18:00:00,126.9301195,37.5562835,2024,193825.4264,550753.1874,마포구
693,양화진경로당,서울특별시 마포구 양화진길 43,서울특별시 마포구 합정동 376-29,노인시설,35,2023-11-15,09:00:00,18:00:00,126.9123954,37.546729,2024,192258.3535,549694.064,마포구
694,오칠경로당,서울특별시 마포구 월드컵로23길 18-5 ,서울특별시 마포구 망원동 485-30,노인시설,20,2023-11-15,09:00:00,18:00:00,126.9075125,37.5570534,2024,191827.9773,550840.3624,마포구
695,망원2동제1경로당,서울특별시 마포구 월드컵로31길 69,서울특별시 마포구 망원동 436-1,노인시설,50,2023-11-15,09:00:00,18:00:00,126.901282,37.5601338,2024,191277.8209,551182.8103,마포구
696,연남경로당,서울특별시 마포구 동교로41길 36,서울특별시 마포구 연남동 239-56,노인시설,22,2023-11-15,09:00:00,18:00:00,126.9234023,37.5638517,2024,193232.5855,551593.6307,마포구
697,무리울경로당,서울특별시 마포구 월드컵북로 99,서울특별시 마포구 성산동 41-2,노인시설,40,2023-11-15,09:00:00,18:00:00,126.9072068,37.5689109,2024,191802.2656,552156.4323,마포구
698,성산1동제1경로당,서울특별시 마포구 월드컵북로15안길 26,서울특별시 마포구 성산동 산 11-73,노인시설,40,2023-11-15,09:00:00,18:00:00,126.9109308,37.5627626,2024,192130.6125,551473.7245,마포구
699,백합경로당,서울특별시 마포구 월드컵로 215,서울특별시 마포구 성산동 595,노인시설,20,2023-11-15,09:00:00,18:00:00,126.9013274,37.5647864,2024,191282.3744,551699.19,마포구
700,오목(구립)경로당,서울특별시 양천구 오목로 313,서울특별시 양천구 목동 406-317,노인시설,20,2023-11-15,09:00:00,18:00:00,126.87222,37.5252562,2024,188704.801,547314.9122,양천구
701,목1동주민센터,서울특별시 양천구 목동서로 192,서울특별시 양천구 목동 919-3,주민센터,50,2023-11-15,09:00:00,18:00:00,126.8711445,37.5303504,2024,188610.506,547880.4351,양천구
702,목동문화체육센터,서울특별시 양천구 목동중앙본로 73,서울특별시 양천구 목동 946-1,기타,80,2023-11-15,06:00:00,21:50:00,126.869114,37.5428334,2024,188432.959,549266.1436,양천구
703,목2동주민센터,서울특별시 양천구 목동중앙본로 120,서울특별시 양천구 목동 530-6,주민센터,100,2023-11-15,09:00:00,18:00:00,126.8716969,37.5461354,2024,188661.7228,549632.3112,양천구
704,용왕(구립 2동)경로당,서울특별시 양천구 목동중앙북로24길 1-31 ,서울특별시 양천구 목동 517-21,노인시설,35,2023-11-15,09:00:00,18:00:00,126.8797602,37.5462261,2024,189374.2981,549641.436,양천구
705,새말(구립)경로당,서울특별시 양천구 목동중앙본로2길 13-11 ,서울특별시 양천구 목동 230-32,노인시설,45,2023-11-15,09:00:00,18:00:00,126.8701075,37.5397978,2024,188520.2941,548929.107,양천구
706,양화(구립)경로당,서울특별시 양천구 목동중앙북로16길 34-4 ,서울특별시 양천구 목동 535-17,노인시설,23,2023-11-15,09:00:00,18:00:00,126.8736081,37.5447276,2024,188830.4076,549475.8336,양천구
707,월촌(구립)경로당,서울특별시 양천구 목동중앙본로28길 37,서울특별시 양천구 목동 545-23,노인시설,30,2023-11-15,09:00:00,18:00:00,126.8724661,37.5432958,2024,188729.2704,549317.0573,양천구
708,목동어르신복지관,서울특별시 양천구 목동중앙로3길 21,서울특별시 양천구 목동 765-1,복지회관,20,2023-11-15,09:00:00,18:00:00,126.8692682,37.536464,2024,188445.6036,548559.1986,양천구
709,목3동주민센터,서울특별시 양천구 목동중앙남로16나길 55,서울특별시 양천구 목동 642-1,주민센터,20,2023-11-15,09:00:00,18:00:00,126.864455,37.5447751,2024,188021.5307,549482.2322,양천구
710,한두(구립)경로당,서울특별시 양천구 목동중앙북로7가길 37,서울특별시 양천구 목동 611-1,노인시설,30,2023-11-15,09:00:00,18:00:00,126.8654812,37.5492429,2024,188112.9282,549977.9742,양천구
711,백석(구립)경로당,서울특별시 양천구 목동중앙북로8길 76,서울특별시 양천구 목동 646-23,노인시설,30,2023-11-15,09:00:00,18:00:00,126.8649436,37.5453322,2024,188064.7984,549544.0015,양천구
712,나말(구립)경로당,서울특별시 양천구 목동중앙남로 97,서울특별시 양천구 목동 712-1,노인시설,25,2023-11-15,09:00:00,18:00:00,126.8642619,37.541868,2024,188004.0002,549159.6038,양천구
713,미감도서관,서울특별시 양천구 목동중앙남로 57-10 ,서울특별시 양천구 목동 723-7,기타,18,2023-11-15,09:00:00,18:00:00,126.8653643,37.5389797,2024,188100.967,548838.8975,양천구
714,목4동주민센터,서울특별시 양천구 목동중앙로 23,서울특별시 양천구 목동 904-19,주민센터,63,2023-11-15,09:00:00,18:00:00,126.8683676,37.5323997,2024,188365.375,548108.222,양천구
715,마장(목4동구립)경로당,서울특별시 양천구 목동중앙서로8길 23,서울특별시 양천구 목동 803-1,노인시설,36,2023-11-15,09:00:00,18:00:00,126.8663034,37.5316277,2024,188182.8042,548022.7969,양천구
716,청산(구립)경로당,서울특별시 양천구 목동중앙남로3가길 68,서울특별시 양천구 목동 724-1,노인시설,24,2023-11-15,09:00:00,18:00:00,126.8644803,37.5387255,2024,188022.7988,548810.7966,양천구
717,정목(구립)경로당,서울특별시 양천구 목동중앙남로4길 20,서울특별시 양천구 목동 767-1,노인시설,23,2023-11-15,09:00:00,18:00:00,126.8683396,37.5368774,2024,188363.5959,548605.1954,양천구
719,목5동주민센터,서울특별시 양천구 목동서로 41,서울특별시 양천구 목동 908-32,주민센터,50,2023-11-15,09:00:00,18:00:00,126.881723,37.537183,2024,189546.4901,548637.5414,양천구
720,신월1동주민센터,서울특별시 양천구 곰달래로1길 38,서울특별시 양천구 신월동 135-18,주민센터,60,2023-11-15,09:00:00,18:00:00,126.8313009,37.5326641,2024,185089.202,548142.7983,양천구
721,신대(구립)경로당,서울특별시 양천구 곰달래로1길 37,서울특별시 양천구 신월동 136-13,노인시설,44,2023-11-15,09:00:00,18:00:00,126.8313009,37.5326641,2024,185089.202,548142.7983,양천구
722,곰달래(구립)경로당,서울특별시 양천구 남부순환로63길 16-4 ,서울특별시 양천구 신월동 221-22,노인시설,12,2023-11-15,09:00:00,18:00:00,126.834764,37.528585,2024,185394.4997,547689.5248,양천구
723,신월2동주민센터,서울특별시 양천구 중앙로53길 47,서울특별시 양천구 신월동 483-11,주민센터,100,2023-11-15,09:00:00,18:00:00,126.8445809,37.5249761,2024,186261.5714,547287.5024,양천구
724,신곡(구립)경로당,서울특별시 양천구 오목로13길 38,서울특별시 양천구 신월동 459,노인시설,40,2023-11-15,09:00:00,18:00:00,126.8449043,37.5262929,2024,186290.3997,547433.6037,양천구
725,당곡(구립)경로당,서울특별시 양천구 오목로9길 20-1 ,서울특별시 양천구 신월동 486,노인시설,50,2023-11-15,09:00:00,18:00:00,126.8428816,37.5241242,2024,186111.2021,547193.2016,양천구
726,중앙(구립)경로당,서울특별시 양천구 오목로 64-27 ,서울특별시 양천구 신월동 509-14,노인시설,50,2023-11-15,09:00:00,18:00:00,126.8450171,37.5220763,2024,186299.5996,546965.5969,양천구
727,서서울어르신복지관,서울특별시 양천구 가로공원로60가길 16,서울특별시 양천구 신월동 158-4,복지회관,30,2023-11-15,09:00:00,18:00:00,126.8264859,37.5342215,2024,184663.9374,548316.425,양천구
728,신월3동주민센터,서울특별시 양천구 남부순환로54길 5,서울특별시 양천구 신월동 167-5,주민센터,20,2023-11-15,09:00:00,18:00:00,126.8290609,37.5336345,2024,184891.4108,548250.8583,양천구
729,경복(구립)경로당,서울특별시 양천구 가로공원로56길 30,서울특별시 양천구 신월동 156,노인시설,60,2023-11-15,09:00:00,18:00:00,126.8259827,37.5348801,2024,184619.5973,548389.6037,양천구
730,신남(구립)경로당,서울특별시 양천구 남부순환로56가길 13,서울특별시 양천구 신월동 198-22,노인시설,47,2023-11-15,09:00:00,18:00:00,126.8302043,37.5312642,2024,184991.9963,547987.6009,양천구
731,신원경로당(구립),서울특별시 양천구 남부순환로46길 12,서울특별시 양천구 신월동 161-17,노인시설,54,2023-11-15,09:00:00,18:00:00,126.827868,37.533995,2024,184786.0486,548291.0617,양천구
733,신월4동주민센터,서울특별시 양천구 오목로5길 34,서울특별시 양천구 신월동 425-2,주민센터,100,2023-11-15,09:00:00,18:00:00,126.8400913,37.5246432,2024,185864.6456,547251.2198,양천구
734,태양(신월4동구립)경로당,서울특별시 양천구 오목로3길 34,서울특별시 양천구 신월동 422-1,노인시설,44,2023-11-15,09:00:00,18:00:00,126.838501,37.5242769,2024,185723.9989,547210.8052,양천구
735,자양(구립)경로당,서울특별시 양천구 신월로11길 13,서울특별시 양천구 신월동 542,노인시설,36,2023-11-15,09:00:00,18:00:00,126.8401241,37.5185955,2024,185866.4043,546579.9954,양천구
736,밝은빛(구립)경로당,서울특별시 양천구 오목로 28-9 ,서울특별시 양천구 신월동 518-4,노인시설,33,2023-11-15,09:00:00,18:00:00,126.8413804,37.5214408,2024,185977.9982,546895.6002,양천구
737,소망(구립)경로당,서울특별시 양천구 오목로1길 10,서울특별시 양천구 신월동 436-6,노인시설,45,2023-11-15,09:00:00,18:00:00,126.8380803,37.5221211,2024,185686.3985,546971.6021,양천구
738,방아다리문학도서관,서울특별시 양천구 화곡로4길 10,서울특별시 양천구 신월동 52-2,기타,25,2023-11-15,09:00:00,22:00:00,126.8271992,37.5385565,2024,184727.8667,548797.4412,양천구
799,신곡 어르신사랑방,서울특별시 강서구  곰달래로49길  130   (화곡동),서울특별시 강서구 화곡동 466-9,노인시설,19,2023-11-15,10:00:00,15:00:00,126.8545499,37.5366991,2024,187144.8039,548587.202,강서구
800,화친 어르신사랑방,서울특별시 강서구  강서로8길  203   (화곡동),서울특별시 강서구 화곡동 792-9,노인시설,18,2023-11-15,10:00:00,17:00:00,126.8594211,37.5311044,2024,187574.4032,547965.604,강서구
801,봉제 어르신사랑방,서울특별시 강서구  까치산로18길  62   (화곡동),서울특별시 강서구 화곡동 -16,노인시설,86,2023-11-15,10:00:00,17:00:00,126.8517,37.5457,2024,186894.499,549586.5865,강서구
802,초록동 어르신사랑방,서울특별시 강서구  초록마을로14길  36   (화곡동),서울특별시 강서구 화곡동 55-79,노인시설,39,2023-11-15,10:00:00,17:00:00,126.848508,37.5411496,2024,186611.6031,549081.9966,강서구
803,화촌어르신사랑방,서울특별시 강서구  까치산로4길  30-21  (화곡동),서울특별시 강서구 화곡동 105-382,노인시설,18,2023-11-15,10:00:00,17:00:00,126.8444987,37.5407444,2024,186257.1989,549037.6027,강서구
804,우장산 어르신사랑방,서울특별시 강서구  화곡로53길  56-10  (화곡동),서울특별시 강서구 화곡동 994-5,노인시설,18,2023-11-15,10:00:00,17:00:00,126.8464896,37.5520347,2024,186435.1956,550290.4016,강서구
805,중앙어르신사랑방,서울특별시 강서구  화곡로44가길  52-4  (화곡동),서울특별시 강서구 화곡동 978-18,노인시설,39,2023-11-15,10:00:00,17:00:00,126.8489568,37.5497674,2024,186652.8033,550038.4051,강서구
806,연지어르신사랑방,서울특별시 강서구  화곡로58길  30-7  (화곡동),서울특별시 강서구 화곡동 1121-19,노인시설,24,2023-11-15,10:00:00,17:00:00,126.8526634,37.5524138,2024,186980.804,550331.6042,강서구
807,안골어르신사랑방,서울특별시 강서구  강서로18아길  15-9  (화곡동),서울특별시 강서구 화곡동 155-1,노인시설,19,2023-11-15,10:00:00,17:00:00,126.8507632,37.5359988,2024,186810.0036,548510.0016,강서구
808,약수어르신사랑방,서울특별시 강서구  초록마을로32길  32   (화곡동),서울특별시 강서구 화곡동 409-84,노인시설,45,2023-11-15,10:00:00,17:00:00,126.8475277,37.5380021,2024,186524.4007,548732.8023,강서구
809,화곡 어르신사랑방,서울특별시 강서구  강서로12길  15-10  (화곡동),서울특별시 강서구 화곡동 341-41,노인시설,28,2023-11-15,10:00:00,17:00:00,126.8477795,37.5321099,2024,186545.5965,548078.8039,강서구
810,일심어르신사랑방,서울특별시 강서구 곰달래로30길 14,서울특별시 강서구 화곡동 878-3,노인시설,27,2023-11-15,10:00:00,17:00:00,126.8514336,37.5302272,2024,186868.2437,547869.3308,강서구
811,가양어르신사랑방,서울특별시 강서구  양천로47나길  48-6  (가양동),서울특별시 강서구 가양동 236-4,노인시설,38,2023-11-15,10:00:00,17:00:00,126.8400273,37.5723418,2024,185867.9963,552545.2046,강서구
812,마곡 어르신사랑방,서울특별시 강서구 양천로30길 20,서울특별시 강서구 마곡동 326-32,노인시설,51,2023-11-15,10:00:00,17:00:00,126.822548,37.572263,2024,184323.8556,552539.2312,강서구
813,성재정어르신사랑방,서울특별시 강서구  강서로74길  11   (가양동),서울특별시 강서구 가양동 131-1,노인시설,57,2023-11-15,10:00:00,17:00:00,126.84188,37.5677023,2024,186030.7977,552029.9966,강서구
814,후포어르신사랑방,서울특별시 강서구 양천로47길 104,서울특별시 강서구 마곡동 5-37,노인시설,33,2023-11-15,10:00:00,17:00:00,126.837054,37.574903,2024,185605.8275,552829.9198,강서구
815,가양4단지어르신사랑방,서울특별시 강서구 양천로57길 37,서울특별시 강서구 가양동 1478,노인시설,45,2023-11-15,10:00:00,17:00:00,126.852597,37.5646525,2024,186977.0668,551689.9651,강서구
816,가양5종합사회복지관장수경로당,"서울특별시 강서구  양천로57길  36   (가양동, 가양도시개발공사아파트)",서울특별시 강서구 가양동 1481,노인시설,19,2023-11-15,10:00:00,17:00:00,126.8547,37.5636,2024,187162.6847,551572.8606,강서구
817,가양9-1단지어르신사랑방,서울특별시 강서구 허준로 224,서울특별시 강서구 가양동 1489,노인시설,24,2023-11-15,10:00:00,17:00:00,126.8616951,37.5600621,2024,187780.1271,551179.2626,강서구
818,가양8단지어르신사랑방,서울특별시 강서구 허준로 176,서울특별시 강서구 가양동 1482,노인시설,42,2023-11-15,10:00:00,17:00:00,126.8572077,37.5621288,2024,187383.993,551409.235,강서구
839,방화6단지어르신사랑방,서울특별시 강서구 금낭화로23길 25,서울특별시 강서구 방화동 816,노인시설,348,2023-11-15,10:00:00,17:00:00,126.8108645,37.5778926,2024,183292.9897,553166.066,강서구
840,방화2종합사회복지관우정경로당,서울특별시 강서구 방화대로48길 40,서울특별시 강서구 방화동 839,노인시설,18,2023-11-15,10:00:00,17:00:00,126.8194556,37.5748358,2024,184051.2208,552825.303,강서구
841,능말어르신사랑방,서울특별시 강서구  금낭화로19길  7-3  (방화동),서울특별시 강서구 방화동 811-15,노인시설,30,2022-11-15,10:00:00,17:00:00,126.8114344,37.5754891,2024,183342.7957,552899.2036,강서구
842,치현 어르신사랑방,서울특별시 강서구  금낭화로24가길  40   (방화동),서울특별시 강서구 방화동 823-1,노인시설,64,2022-11-15,10:00:00,17:00:00,126.8153088,37.5798416,2024,183685.9961,553381.6019,강서구
212,다사랑행복센터,서울특별시 동대문구 청계천로 521,서울특별시 동대문구 용두동 255-69,복지회관,10,2023-11-15,09:00:00,22:00:00,127.0340822,37.5718669,2024,203010.843,552481.0124,동대문구
843,신도림동주민센터,서울특별시 구로구 신도림로 40,서울특별시 구로구 신도림동 390-44,주민센터,20,2022-12-01,09:00:00,18:00:00,126.880681,37.507693,2024,189450.245,545364.6357,구로구
844,구로1동주민센터,서울특별시 구로구 구일로4길 57,서울특별시 구로구 구로동 685-213,주민센터,20,2022-12-01,09:00:00,18:00:00,126.875755,37.493013,2024,189012.5548,543735.9086,구로구
845,구로2동주민센터,서울특별시 구로구 구로동로 141,서울특별시 구로구 구로동 704-12,주민센터,20,2022-12-01,09:00:00,18:00:00,126.88336,37.491353,2024,189684.8651,543550.8097,구로구
846,구로3동주민센터,서울특별시 구로구 디지털로31길 109,서울특별시 구로구 구로동 777-22,주민센터,20,2022-12-01,09:00:00,18:00:00,126.890354,37.487379,2024,190302.8706,543109.0044,구로구
847,구로4동 주민센터,서울특별시 구로구 구로동로28길 94,서울특별시 구로구 구로동 317-87,주민센터,20,2022-12-01,09:00:00,18:00:00,126.889165,37.491625,2024,190198.2698,543580.3779,구로구
848,구로5동주민센터,서울특별시 구로구 구로중앙로28길 66,서울특별시 구로구 구로동 109-4,주민센터,20,2022-12-01,09:00:00,18:00:00,126.889193,37.500149,2024,190201.8597,544526.4283,구로구
849,가리봉동주민센터,서울특별시 구로구 우마2길 35,서울특별시 구로구 가리봉동 118-11,주민센터,30,2022-12-01,09:00:00,18:00:00,126.889728,37.482453,2024,190246.8666,542562.3481,구로구
850,고척1동주민센터,서울특별시 구로구 중앙로3길 18-8,서울특별시 구로구 고척동 82-9,주민센터,40,2022-12-01,09:00:00,18:00:00,126.862815,37.500417,2024,187869.4199,544559.2458,구로구
851,고척2동주민센터,서울특별시 구로구 중앙로15길 22,서울특별시 구로구 고척동 339-2,주민센터,20,2022-12-01,09:00:00,18:00:00,126.858571,37.50666,2024,187495.1854,545252.6943,구로구
852,개봉1동주민센터,서울특별시 구로구 경인로33길 51,서울특별시 구로구 개봉동 134-8,주민센터,20,2022-12-01,09:00:00,18:00:00,126.851132,37.500234,2024,186836.3182,544540.5051,구로구
853,개봉2동주민센터,서울특별시 구로구 개봉로16가길 17,서울특별시 구로구 개봉동 261-6,주민센터,20,2022-12-01,09:00:00,18:00:00,126.8565966,37.4908241,2024,187317.9357,543495.3778,구로구
854,개봉3동주민센터,서울특별시 구로구 개봉로3길 47-5 ,서울특별시 구로구 개봉동 360-7,주민센터,20,2022-12-01,09:00:00,18:00:00,126.853872,37.486001,2024,187076.1511,542960.4474,구로구
855,오류1동주민센터,서울 구로구 경인로27길 7,서울특별시 구로구 오류동 31-138,주민센터,20,2022-12-01,09:00:00,18:00:00,126.8451834,37.4970226,2024,186309.7255,544184.9297,구로구
856,오류2동주민센터,서울특별시 구로구 오류로 45,서울특별시 구로구 오류동 172-76,주민센터,20,2022-12-01,09:00:00,18:00:00,126.839487,37.488779,2024,185804.4382,543270.8409,구로구
857,수궁동주민센터,서울특별시 구로구 오리로15길 32,서울특별시 구로구 궁동 213-42,주민센터,10,2022-12-01,09:00:00,18:00:00,126.831458,37.493863,2024,185095.3735,543836.3397,구로구
819,가양7종합사회복지관정우경로당,서울특별시 강서구 허준로 209,서울특별시 강서구 가양동 1486,노인시설,18,2023-11-15,10:00:00,17:00:00,126.8615,37.5617,2024,187763.157,551361.0757,강서구
820,발음어르신경로당,서울특별시 강서구  강서로47길  61-21  (내발산동),서울특별시 강서구 내발산동 697,노인시설,52,2023-11-15,10:00:00,17:00:00,126.8332037,37.5520419,2024,185261.1999,550293.2007,강서구
251,대성경로당,서울특별시 중랑구 면목로31길 60,서울특별시 중랑구 면목동 347-7,노인시설,20,2023-11-15,09:00:00,18:00:00,127.081889,37.5760865,2024,207233.7181,552951.9455,중랑구
821,신광명 어르신사랑방,서울특별시 강서구 남부순환로19길 105,서울특별시 강서구 외발산동 221-1,노인시설,19,2023-11-15,11:00:00,17:00:00,126.822902,37.546867,2024,184349.8171,549720.5134,강서구
822,원당어르신사랑방,서울특별시 강서구  강서로52길  72   (내발산동),서울특별시 강서구 내발산동 650,노인시설,20,2023-11-15,10:00:00,17:00:00,126.8420964,37.5574132,2024,186047.997,550887.9945,강서구
823,봉바위어르신사랑방,서울특별시 강서구 강서로34길 34,서울특별시 강서구 화곡동 1061-36,노인시설,29,2023-11-15,10:00:00,17:00:00,126.841371,37.543202,2024,185981.2409,549310.8284,강서구
824,공항 어르신사랑방,서울특별시 강서구 공항대로2가길 5-3 ,서울특별시 강서구 공항동 51-50,노인시설,70,2023-11-15,10:00:00,17:00:00,126.8091048,37.5603779,2024,183133.6,551222.4501,강서구
825,동부어르신사랑방,서울특별시 강서구  공항대로8길  33-9  (공항동),서울특별시 강서구 공항동 41-68,노인시설,33,2023-11-15,10:00:00,17:00:00,126.8128463,37.5595725,2024,183463.9997,551132.3953,강서구
826,다솔 어르신사랑방,서울특별시 강서구  방화대로6길  24-3  (공항동),서울특별시 강서구 공항동 1361-1,노인시설,22,2023-11-15,10:00:00,17:00:00,126.8181818,37.5548128,2024,183934.3974,550603.1992,강서구
827,산우물어르신사랑방,서울특별시 강서구  방화대로21가길  18   (공항동),서울특별시 강서구 공항동 2-91,노인시설,20,2023-11-15,10:00:00,17:00:00,126.8146741,37.5637236,2024,183626.404,551592.799,강서구
828,장미어르신사랑방,서울특별시 강서구  방화대로7다길  35-18  (공항동),서울특별시 강서구 공항동 668,노인시설,23,2023-11-15,10:00:00,17:00:00,126.8138219,37.5568495,2024,183549.6005,550830.003,강서구
829,동부 어르신사랑방,서울특별시 강서구  양천로28길  12-9  (방화동),서울특별시 강서구 방화동 168-87,노인시설,19,2023-11-15,10:00:00,17:00:00,126.8198821,37.572511,2024,184088.402,552567.2044,강서구
830,방화구립어르신사랑방,서울특별시 강서구  방화대로37길  47-5  (방화동),서울특별시 강서구 방화동 262-7,노인시설,40,2023-11-15,10:00:00,17:00:00,126.8138939,37.5697771,2024,183558.8035,552264.8038,강서구
831,복종어르신사랑방,서울특별시 강서구  양천로7길  11   (방화동),서울특별시 강서구 방화동 494-3,노인시설,25,2023-11-15,10:00:00,17:00:00,126.8077449,37.5733964,2024,183016.403,552667.5983,강서구
